DomainID	Chr	StartLoc	EndLoc	Radius(nm)	EpiClass
685	3R	1688550	2176749	126.31	Null
686	3R	2176750	2231349	60.85	Active
687	3R	2231350	2283449	59.91	Null
688	3R	2283450	2486549	94.29	Null
689	3R	2486550	2586049	74.33	PcG
690	3R	2586050	2737649	85.53	PcG
691	3R	2737650	2911249	89.48	PcG
692	3R	2911250	2951749	55.09	Active
693	3R	2951750	3013749	63.49	Active
694	3R	3013750	3370249	113.74	Null
695	3R	3370250	3636349	103.17	Null
696	3R	3636350	3711949	67.83	Null
697	3R	3711950	3800049	71.38	PcG
698	3R	3800050	3826249	47.64	Null
699	3R	3826250	3860949	52.32	Active
700	3R	3860950	3929049	65.5	Null
701	3R	3929050	3953549	46.59	Active
702	3R	3953550	4058749	75.72	PcG
703	3R	4058750	4142149	70.08	PcG
704	3R	4142150	4165949	46.14	PcG
705	3R	4165950	4186949	44.25	Active
706	3R	4186950	4467149	104.97	Null
707	3R	4467150	4494049	48.06	Active
708	3R	4494050	4541549	58.09	PcG
709	3R	4541550	4626149	70.42	Null
710	3R	4626150	4647149	44.25	Active
711	3R	4647150	4805849	86.85	Null
712	3R	4805850	4830049	46.4	Active
713	3R	4830050	4844149	38.75	Active
714	3R	4844150	4875649	50.66	Active
715	3R	4875650	4894049	42.35	Active
716	3R	4894050	5062649	88.62	Null
717	3R	5062650	5159949	73.78	Active
718	3R	5159950	5226449	64.99	Null
719	3R	5226450	5323949	73.83	Active
720	3R	5323950	5341749	41.88	Active
721	3R	5341750	5376449	52.32	Active
722	3R	5376450	5399349	45.55	Active
723	3R	5399350	5417549	42.19	Active
724	3R	5417550	5457649	54.9	Active
725	3R	5457650	5504849	57.97	Null
726	3R	5504850	5530849	47.52	Null
727	3R	5530850	5588849	62.09	Active
728	3R	5588850	5604949	40.5	Active
729	3R	5604950	5636249	50.55	Active
730	3R	5636250	5695049	62.38	Null
731	3R	5695050	5869049	89.55	Null
732	3R	5869050	5927949	62.41	Active
733	3R	5927950	5960849	51.4	Null
734	3R	5960850	6091149	81.32	Null
735	3R	6091150	6242349	85.46	Null
736	3R	6242350	6500049	102.08	PcG
737	3R	6500050	6676749	90.01	Null
738	3R	6676750	6695549	42.65	Active
739	3R	6695550	6719449	46.2	Active
740	3R	6719450	7024549	107.99	Null
741	3R	7024550	7037049	37.23	Active
742	3R	7037050	7070149	51.5	Active
743	3R	7070150	7384049	109.02	PcG
744	3R	7384050	7445549	63.32	Active
745	3R	7445550	7519749	67.4	Active
746	3R	7519750	7589149	65.92	Null
747	3R	7589150	7647249	62.13	Active
748	3R	7647250	7775749	80.95	Null
749	3R	7775750	8045249	103.61	Null
750	3R	8045250	8175749	81.36	PcG
751	3R	8175750	8232249	61.55	Active
752	3R	8232250	8454649	97.19	Active
753	3R	8454650	8548849	72.99	Active
754	3R	8548850	8808149	102.29	Null
755	3R	8808150	8855749	58.13	Active
756	3R	8855750	8905449	58.98	PcG
757	3R	8905450	9084649	90.44	Null
758	3R	9084650	9097949	38	Active
759	3R	9097950	9190449	72.54	Null
760	3R	9190450	9207249	41.08	Null
761	3R	9207250	9227149	43.47	Active
762	3R	9227150	9261249	52.02	Null
763	3R	9261250	9470949	95.3	Null
764	3R	9470950	9510749	54.77	Active
765	3R	9510750	9538549	48.59	Active
766	3R	9538550	9608249	66.01	Null
767	3R	9608250	9664549	61.48	Null
768	3R	9664550	9783449	78.88	PcG
769	3R	9783450	9860049	68.12	Active
770	3R	9860050	9915149	61.04	Null
771	3R	9915150	10112949	93.46	Null
772	3R	10112950	10153249	54.99	Active
773	3R	10153250	10216849	64.03	Null
774	3R	10216850	10400749	91.22	Null
775	3R	10400750	10480749	69.12	Null
776	3R	10480750	10522449	55.62	Null
777	3R	10522450	10551249	49.17	Null
778	3R	10551250	10567449	40.59	Active
779	3R	10567450	10703149	82.43	Null
780	3R	10703150	10730349	48.24	Active
781	3R	10730350	10920849	92.3	Null
782	3R	10920850	10958549	53.79	Null
783	3R	10958550	11022949	64.3	Null
784	3R	11022950	11116849	72.91	Active
785	3R	11116850	11156649	54.77	Active
786	3R	11156650	11199549	56.15	Active
787	3R	11199550	11619449	120.12	Null
788	3R	11619450	11630949	36.21	Active
789	3R	11630950	11759749	81.01	Null
790	3R	11759750	11799849	54.9	Active
791	3R	11799850	11925049	80.25	PcG
792	3R	11925050	12007849	69.91	Null
793	3R	12007850	12032149	46.46	Active
794	3R	12032150	12086949	60.93	Active
795	3R	12086950	12175449	71.48	Active
796	3R	12175450	12259349	70.22	PcG
797	3R	12259350	12280849	44.6	Active
798	3R	12280850	12325649	56.97	Active
799	3R	12325650	12482749	86.55	PcG
800	3R	12482750	12625349	83.8	PcG
801	3R	12625350	12820349	93.02	PcG
802	3R	12820350	12867749	58.05	PcG
803	3R	12867750	12905749	53.93	Active
804	3R	12905750	13207749	107.62	Null
805	3R	13207750	13227849	43.61	Active
806	3R	13227850	13358949	81.49	Null
807	3R	13358950	13374149	39.73	Active
808	3R	13374150	13442049	65.44	PcG
809	3R	13442050	13506949	64.46	Null
810	3R	13506950	13544649	53.79	Active
811	3R	13544650	13619549	67.62	Null
812	3R	13619550	13638149	42.5	Active
813	3R	13638150	13989749	113.22	Null
814	3R	13989750	14024749	52.47	Active
815	3R	14024750	14069949	57.14	PcG
816	3R	14069950	14124649	60.89	Active
817	3R	14124650	14223049	74.06	PcG
818	3R	14223050	14239249	40.59	Active
819	3R	14239250	14396149	86.52	Null
820	3R	14396150	14567549	89.1	Null
821	3R	14567550	14587149	43.25	Active
822	3R	14587150	14730949	84.04	Null
823	3R	14730950	14755949	46.9	Active
824	3R	14755950	14808249	59.99	Null
825	3R	14808250	14849649	55.49	Active
826	3R	14849650	14921149	66.58	Active
827	3R	14921150	14973949	60.18	Null
828	3R	14973950	14990249	40.67	Active
829	3R	14990250	15051849	63.35	Null
830	3R	15051850	15469649	119.92	Null
831	3R	15469650	15672549	94.26	Null
832	3R	15672550	15735349	63.76	Active
833	3R	15735350	15833849	74.08	Null
834	3R	15833850	15863149	49.45	Active
835	3R	15863150	16076649	95.87	Null
836	3R	16076650	16157449	69.35	Active
837	3R	16157450	16382049	97.51	Null
838	3R	16382050	16401749	43.32	Active
839	3R	16401750	16419949	42.19	Active
840	3R	16419950	16561049	83.51	Null
841	3R	16561050	16642349	69.49	Null
842	3R	16642350	16675849	51.71	Active
843	3R	16675850	16775749	74.43	Null
844	3R	16775750	16894649	78.88	Null
845	3R	16894650	16922249	48.48	Active
846	3R	16922250	16954349	50.98	Active
847	3R	16954350	17007649	60.37	Active
848	3R	17007650	17048749	55.36	Active
849	3R	17048750	17121649	67.01	Active
850	3R	17121650	17175949	60.74	Null
851	3R	17175950	17203449	48.42	Active
852	3R	17203450	17346149	83.82	PcG
853	3R	17346150	17405949	62.73	PcG
854	3R	17405950	17447149	55.4	Null
855	3R	17447150	17488149	55.31	Null
856	3R	17488150	17602849	77.94	Null
857	3R	17602850	17647349	56.84	Null
858	3R	17647350	17688449	55.36	Null
859	3R	17688450	17715549	48.18	Active
860	3R	17715550	17845249	81.2	Null
861	3R	17845250	17865949	44.04	Active
862	3R	17865950	18180649	109.11	Null
863	3R	18180650	18272549	72.39	Active
864	3R	18272550	18295449	45.55	Active
865	3R	18295450	18409549	77.8	Null
866	3R	18409550	18577649	88.53	Active
867	3R	18577650	18939049	114.26	Null
868	3R	18939050	18983849	56.97	PcG
869	3R	18983850	19016649	51.35	PcG
870	3R	19016650	19041449	46.78	PcG
871	3R	19041450	19053349	36.62	Active
872	3R	19053350	19157949	75.58	PcG
873	3R	19157950	19172749	39.38	Null
874	3R	19172750	19185449	37.42	Active
875	3R	19185450	19360849	89.79	Null
876	3R	19360850	19505149	84.14	Null
877	3R	19505150	19549249	56.67	Null
878	3R	19549250	19646349	73.73	Active
879	3R	19646350	19717249	66.39	Null
880	3R	19717250	19748249	50.39	Null
881	3R	19748250	19821049	66.98	Active
882	3R	19821050	19857149	53.01	Null
883	3R	19857150	19883649	47.82	Active
884	3R	19883650	19933249	58.94	Null
885	3R	19933250	19995349	63.52	Active
886	3R	19995350	20056149	63.07	Active
887	3R	20056150	20185949	81.22	Active
888	3R	20185950	20343449	86.63	Null
889	3R	20343450	20369649	47.64	Active
890	3R	20369650	20412449	56.11	Null
891	3R	20412450	20451649	54.49	Null
892	3R	20451650	20488049	53.16	Active
893	3R	20488050	20677349	92.1	Null
894	3R	20677350	20743649	64.92	Active
895	3R	20743650	20771149	48.42	Active
896	3R	20771150	20849949	68.77	PcG
897	3R	20849950	20900149	59.17	Active
898	3R	20900150	20957449	61.84	PcG
899	3R	20957450	21019649	63.56	Null
900	3R	21019650	21072249	60.1	Null
901	3R	21072250	21091449	42.95	Active
902	3R	21091450	21297549	94.75	Null
903	3R	21297550	21319349	44.81	Active
904	3R	21319350	21473849	86.07	Null
905	3R	21473850	21512349	54.16	Active
906	3R	21512350	21714049	94.07	Null
907	3R	21714050	21808749	73.12	Null
908	3R	21808750	21867949	62.52	PcG
909	3R	21867950	21884449	40.84	Active
910	3R	21884450	21930549	57.52	PcG
911	3R	21930550	22086549	86.35	Null
912	3R	22086550	22360849	104.22	Null
913	3R	22360850	22391849	50.39	Null
914	3R	22391850	22690649	107.24	Null
915	3R	22690650	22705949	39.82	Active
916	3R	22705950	22772649	65.05	Null
917	3R	22772650	22788149	39.99	Null
918	3R	22788150	22815649	48.42	Active
919	3R	22815650	22977149	87.35	Null
920	3R	22977150	23052749	67.83	PcG
921	3R	23052750	23064749	36.72	Active
922	3R	23064750	23114949	59.17	Active
923	3R	23114950	23407449	106.48	Null
924	3R	23407450	23431349	46.2	Active
925	3R	23431350	23732749	107.55	Null
926	3R	23732750	23745949	37.91	Active
927	3R	23745950	23788749	56.11	Active
928	3R	23788750	24172149	116.53	Null
929	3R	24172150	24371549	93.71	Null
930	3R	24371550	24426549	61	PcG
931	3R	24426550	24460649	52.02	Null
932	3R	24460650	24499249	54.21	Null
933	3R	24499250	24635349	82.51	Null
934	3R	24635350	24670749	52.67	Active
935	3R	24670750	24713649	56.15	Null
936	3R	24713650	24851649	82.89	Null
937	3R	24851650	24888849	53.55	Active
938	3R	24888850	24976049	71.13	Active
939	3R	24976050	25076849	74.65	Active
940	3R	25076850	25304549	97.95	Null
941	3R	25304550	25315549	35.67	Active
942	3R	25315550	25329249	38.38	Active
943	3R	25329250	25416949	71.27	PcG
944	3R	25416950	25549049	81.69	PcG
945	3R	25549050	25575449	47.76	Active
946	3R	25575450	25683849	76.48	Active
947	3R	25683850	25847149	87.68	Active
948	3R	25847150	25884549	53.64	Active
949	3R	25884550	26032749	84.89	Null
950	3R	26032750	26250349	96.48	Null
951	3R	26250350	26426849	89.98	Null
952	3R	26426850	26614249	91.79	PcG
953	3R	26614250	26633649	43.1	Active
954	3R	26633650	26714949	69.49	PcG
955	3R	26714950	26886749	89.17	PcG
956	3R	26886750	27020549	82.04	Null
957	3R	27020550	27044949	46.52	Active
958	3R	27044950	27208749	87.77	Null
959	3R	27208750	27231049	45.15	Null
960	3R	27231050	27283949	60.22	Null
961	3R	27283950	27396349	77.41	Null
962	3R	27396350	27422949	47.88	Active
963	3R	27422950	27439249	40.67	Active
964	3R	27439250	27563449	80.03	Null
965	3R	27563450	27575149	36.41	Active
966	3R	27575150	27637949	63.76	Active
967	4	87250	162949	67.86	HP1_centromeric
968	4	162950	236049	67.07	HP1_centromeric
969	4	236050	325849	71.83	HP1_centromeric
970	4	325850	380249	60.78	HP1_centromeric
971	4	380250	395449	39.73	HP1_centromeric
972	4	395450	454649	62.52	HP1_centromeric
973	4	454650	506649	59.87	HP1_centromeric
974	4	506650	577949	66.51	HP1_centromeric
975	4	577950	630649	60.14	HP1_centromeric
976	4	630650	680049	58.86	HP1_centromeric
977	4	680050	717749	53.79	HP1_centromeric
978	4	717750	872949	86.2	HP1_centromeric
979	4	872950	888649	40.17	HP1_centromeric
980	4	888650	980349	72.33	HP1_centromeric
981	4	980350	1048249	65.44	HP1_centromeric
982	4	1048250	1081349	51.5	HP1_centromeric
983	4	1081350	1133349	59.87	HP1_centromeric
984	4	1133350	1220449	71.1	HP1_centromeric
985	4	1220450	1234749	38.93	HP1_centromeric
986	X	173850	425249	101.24	Null
987	X	425250	513049	71.29	PcG
988	X	513050	551249	54.02	Active
989	X	551250	658949	76.32	Null
990	X	658950	1129149	124.73	Null
991	X	1129150	1268749	83.21	Active
992	X	1268750	1293949	47.03	Active
993	X	1293950	1356849	63.79	Null
994	X	1356850	1375149	42.27	Active
995	X	1375150	1410649	52.72	Active
996	X	1410650	1558649	84.85	Null
997	X	1558650	1753549	93	Null
998	X	1753550	1971649	96.56	Active
999	X	1971650	2013749	55.8	Active
1000	X	2013750	2117549	75.39	Active
1001	X	2117550	2165549	58.3	Active
1002	X	2165550	2233549	65.47	Null
1003	X	2233550	2339549	75.91	PcG
1004	X	2339550	2480249	83.43	Null
1005	X	2480250	2529949	58.98	Active
1006	X	2529950	2636849	76.13	Active
1007	X	2636850	3027849	117.3	Null
1008	X	3027850	3068649	55.22	Null
1009	X	3068650	3375849	108.23	Null
1010	X	3375850	3565849	92.22	Null
1011	X	3565850	3830949	103.05	Null
1012	X	3830950	3863349	51.14	Active
1013	X	3863350	3999249	82.47	Null
1014	X	3999250	4216249	96.39	Null
1015	X	4216250	4424149	95.03	PcG
1016	X	4424150	4449349	47.03	Active
1017	X	4449350	4579349	81.26	PcG
1018	X	4579350	4804449	97.58	Null
1019	X	4804450	4977649	89.41	Null
1020	X	4977650	5182949	94.63	Null
1021	X	5182950	5314749	81.63	Active
1022	X	5314750	5507349	92.64	PcG
1023	X	5507350	5560249	60.22	Active
1024	X	5560250	5632049	66.67	Active
1025	X	5632050	5658949	48.06	Active
1026	X	5658950	5771349	77.41	Null
1027	X	5771350	5813449	55.8	Active
1028	X	5813450	5929349	78.21	PcG
1029	X	5929350	6118449	92.07	Null
1030	X	6118450	6195549	68.27	Active
1031	X	6195550	6241649	57.52	Null
1032	X	6241650	6268749	48.18	Active
1033	X	6268750	6416849	84.87	Null
1034	X	6416850	6549849	81.88	Null
1035	X	6549850	6591349	55.54	Active
1036	X	6591350	6636749	57.22	Null
1037	X	6636750	6698149	63.28	Active
1038	X	6698150	6770049	66.7	Active
1039	X	6770050	6908249	82.93	Null
1040	X	6908250	6992749	70.39	Null
1041	X	6992750	7005949	37.91	Active
1042	X	7005950	7181449	89.81	PcG
1043	X	7181450	7573449	117.4	Null
1044	X	7573450	7635649	63.56	Active
1045	X	7635650	7788249	85.72	Null
1046	X	7788250	7827649	54.58	Active
1047	X	7827650	7862849	52.57	Active
1048	X	7862850	7952249	71.72	Null
1049	X	7952250	8072649	79.21	Active
1050	X	8072650	8291549	96.67	Null
1051	X	8291550	8333049	55.54	Active
1052	X	8333050	8411449	68.65	Null
1053	X	8411450	8468549	61.77	Active
1054	X	8468550	8484949	40.75	Active
1055	X	8484950	8572349	71.19	PcG
1056	X	8572350	8616349	56.63	Active
1057	X	8616350	8799249	91.05	PcG
1058	X	8799250	8981349	90.92	Null
1059	X	8981350	9002749	44.53	Active
1060	X	9002750	9051149	58.46	Active
1061	X	9051150	9177949	80.59	Active
1062	X	9177950	9447349	103.6	Null
1063	X	9447350	9471949	46.65	Active
1064	X	9471950	9579949	76.39	Active
1065	X	9579950	9980449	118.24	Null
1066	X	9980450	10104849	80.08	Null
1067	X	10104850	10353449	100.86	Null
1068	X	10353450	10372349	42.73	Active
1069	X	10372350	10639549	103.32	Null
1070	X	10639550	10660849	44.46	Active
1071	X	10660850	10680649	43.39	Active
1072	X	10680650	11049349	115.02	Active
1073	X	11049350	11219549	88.89	Null
1074	X	11219550	11249149	49.62	Active
1075	X	11249150	11263449	38.93	Active
1076	X	11263450	11348549	70.56	Null
1077	X	11348550	11514249	88.1	Active
1078	X	11514250	11573849	62.66	Null
1079	X	11573850	11588849	39.56	Active
1080	X	11588850	11609349	43.9	Active
1081	X	11609350	11685349	67.95	Null
1082	X	11685350	11747449	63.52	Active
1083	X	11747450	11905449	86.72	Active
1084	X	11930050	12358149	120.89	Null
1085	X	12358150	12470449	77.39	Null
1086	X	12470450	12506749	53.11	Active
1087	X	12506750	12551549	56.97	Active
1088	X	12551550	12655649	75.46	HP1_centromeric
1089	X	12655650	12809449	85.94	Null
1090	X	12809450	13105649	106.93	Null
1091	X	13105650	13151749	57.52	Null
1092	X	13151750	13181349	49.62	HP1_centromeric
1093	X	13181350	13196649	39.82	Active
1094	X	13196650	13230749	52.02	Active
1095	X	13230750	13266849	53.01	Null
1096	X	13266850	13281649	39.38	Active
1097	X	13281650	13499749	96.56	Null
1098	X	13499750	13519249	43.17	Active
1099	X	13519250	13634449	78.05	Active
1100	X	13634450	13676449	55.76	Active
1101	X	13676450	14094749	119.96	Null
1102	X	14094750	14473649	116.07	Null
1103	X	14473650	14719749	100.52	Null
1104	X	14719750	14734749	39.56	Active
1105	X	14734750	14850849	78.25	Null
1106	X	14850850	14977749	80.61	Null
1107	X	14977750	15033049	61.11	Null
1108	X	15033050	15185849	85.76	Null
1109	X	15185850	15214149	48.88	Null
1110	X	15214150	15342849	80.99	Null
1111	X	15342850	15488249	84.35	Active
1112	X	15488250	15593149	75.65	Null
1113	X	15593150	15698349	75.72	Active
1114	X	15698350	15880749	90.97	Active
1115	X	15880750	15899849	42.88	Active
1116	X	15899850	15953249	60.4	Null
1117	X	15953250	15999749	57.68	Null
1118	X	15999750	16165249	88.07	PcG
1119	X	16165250	16178649	38.1	Active
1120	X	16178650	16316049	82.77	Active
1121	X	16316050	16342949	48.06	Active
1122	X	16342950	16442549	74.35	Null
1123	X	16442550	16531349	71.56	Active
1124	X	16531350	16646749	78.1	Active
1125	X	16646750	16679649	51.4	Null
1126	X	16679650	16772749	72.7	Active
1127	X	16772750	16837649	64.46	Active
1128	X	16837650	16863249	47.28	Active
1129	X	16863250	16971849	76.53	Null
1130	X	16971850	17001449	49.62	Null
1131	X	17001450	17179749	90.28	Null
1132	X	17179750	17197349	41.72	Null
1133	X	17197350	17521249	110.16	PcG
1134	X	17521250	17588849	65.34	Active
1135	X	17588850	17604449	40.08	Active
1136	X	17604450	17632549	48.77	Null
1137	X	17632550	17647049	39.11	Active
1138	X	17647050	17716749	66.01	PcG
1139	X	17716750	17798349	69.57	Active
1140	X	17798350	18133049	111.37	HP1_centromeric
1141	X	18133050	18215149	69.72	PcG
1142	X	18215150	18261749	57.72	Null
1143	X	18261750	18413049	85.47	Active
1144	X	18413050	18529949	78.43	PcG
1145	X	18529950	18550549	43.97	Active
1146	X	18550550	18673349	79.73	Null
1147	X	18673350	18736549	63.89	Active
1148	X	18736550	18793649	61.77	Active
1149	X	18793650	19170949	115.91	Null
1150	X	19170950	19372149	93.99	Null
1151	X	19372150	19389749	41.72	Active
1152	X	19389750	19596949	94.92	Active
1153	X	19596950	19639749	56.11	Active
1154	X	19639750	19658349	42.5	Active
1155	X	19658350	19744249	70.78	Null
1156	X	19760950	19852249	72.23	Null
1157	X	19852250	20054149	94.1	Null
1158	X	20054150	20070649	40.84	Active
1159	X	20070650	20261749	92.39	HP1_centromeric
1160	X	20261750	20380649	78.88	Active
1161	X	20380650	20397149	40.84	Active
1162	X	20397150	20630449	98.75	PcG
1163	X	20630450	20899749	103.59	Null
1164	X	20899750	20926249	47.82	Active
1165	X	20926250	21193949	103.38	Null
1166	X	21193950	21244349	59.25	Active
1167	X	21244350	21473449	98.15	HP1_centromeric
1168	X	21473450	21843249	115.14	HP1_centromeric
1169	X	21843250	21889749	57.68	Active
Nucleolus	NA	NA	NA	333.33	NA
