1	31259
2	21280
3	15416
4	95490
5	19096
6	15319
7	14924
8	36889
9	5363
10	6718
11	9616
12	7375
13	3579
14	32016
15	13762
16	29844
17	3356
18	1282
19	11677
20	158
21	3788
22	12592
23	1700
24	7526
25	5701
26	2259
27	1761
28	3791
29	2053
30	24323
31	13468
32	6891
33	45204
34	361
35	100
36	1897
37	1407
38	9530
39	767
40	4553
41	1310
42	0
43	2957
44	2357
45	1351
46	26677
47	24
48	5610
49	44644
50	1183
51	199
52	4039
53	13228
54	9849
55	15609
56	30300
57	6253
58	3551
59	2064
60	24635
61	3442
62	1607
63	1798
64	26318
65	57635
66	12350
67	3176
68	6644
69	10080
70	1567
71	21048
72	6868
73	1351
74	166
75	9402
76	16206
77	1885
78	7877
79	0
80	15919
81	19997
82	27727
83	4249
84	7044
85	2588
86	917
87	2749
88	1352
89	156
90	9111
91	4572
92	29
93	0
94	4236
95	7149
96	41920
97	10871
98	4450
99	29980
100	18100
101	27804
102	10135
103	80317
104	8630
105	2378
106	60116
107	48108
108	11379
109	6609
110	6958
111	5813
112	2871
113	17285
114	1512
115	12
116	18110
117	11721
118	9614
119	10850
120	0
121	43465
122	11157
123	34971
124	8277
125	0
126	8299
127	79394
128	14802
129	58227
130	613
131	7527
132	69
133	11420
134	16581
135	32257
136	16433
137	2776
138	6021
139	6899
140	7204
141	12786
142	8440
143	11412
144	10982
145	2582
146	0
147	18927
148	7977
149	830
150	7224
151	2843
152	28415
153	4008
154	19344
155	81010
156	11159
157	14164
158	2164
159	5198
160	177
161	159
162	607
163	5771
164	11181
165	5274
166	1965
167	7639
168	2885
169	4855
170	6370
171	11295
172	946
173	12120
174	13206
175	9203
176	2447
177	654
178	8007
179	12716
180	5414
181	1679
182	3964
183	2628
184	33910
185	434
186	9771
187	6
188	70368
189	4101
190	17037
191	6021
192	2714
193	726
194	28903
195	16505
196	18189
197	1563
198	2395
199	6998
200	17681
201	24779
202	2853
203	9314
204	0
205	308
206	13165
207	5597
208	173
209	19458
210	20412
211	9656
212	4834
213	26152
214	1741
215	3393
216	6500
217	162939
218	91825
219	21520
220	1230
221	174
222	11174
223	10
224	32189
225	54188
226	0
227	0
228	9377
229	26168
230	7795
231	35158
232	34710
233	8713
234	8501
235	18758
236	32757
237	37859
238	5726
239	21553
240	4972
241	15572
242	49417
243	14746
244	18770
245	3942
246	33230
247	1619
248	8897
249	1449
250	17015
251	0
252	46
253	39254
254	6827
255	16249
256	9011
257	1736
258	11948
259	269
260	57541
261	9058
262	20062
263	13291
264	24961
265	2595
266	7277
267	576
268	45537
269	23848
270	2014
271	17737
272	12324
273	18209
274	8147
275	18412
276	34179
277	17402
278	9119
279	15696
280	6831
281	16084
282	9560
283	919
284	2424
285	3799
286	165
287	7728
288	275
289	12932
290	17364
291	2095
292	292731
293	6071
294	1718
295	76162
296	21328
297	5614
298	6093
299	3032
300	631
301	7285
302	18397
303	2122
304	17659
305	16149
306	29118
307	19730
308	3
309	15228
310	3244
311	13466
312	993
313	3399
314	878
315	16634
316	2476
317	7
318	1108
319	3690
320	11426
321	6899
322	41811
323	20109
324	5313
325	22326
326	92816
327	44033
328	858
329	3613
330	4913
331	18533
332	9102
333	7356
334	4246
335	6491
336	2399
337	0
338	1656
339	859
340	8721
341	7358
342	8580
343	32
344	3376
345	9231
346	9039
347	1396
348	14962
349	35270
350	19389
351	11279
352	11681
353	0
354	19688
355	2447
356	18905
357	63636
358	28587
359	6755
360	21390
361	493
362	19788
363	79501
364	52
365	20608
366	19556
367	2175
368	4981
369	5648
370	56447
371	5015
372	29677
373	8752
374	10512
375	443
376	12241
377	4644
378	1315
379	2074
380	8495
381	21219
382	3202
383	11437
384	4788
385	573
386	169429
387	15541
388	3988
389	53502
390	14871
391	3673
392	73
393	5734
394	6366
395	231
396	11621
397	28562
398	1985
399	11995
400	10391
401	13778
402	4000
403	9752
404	3025
405	14439
406	31404
407	1848
408	2557
409	21669
410	1423
411	4684
412	3060
413	7159
414	4511
415	1054
416	101053
417	10960
418	3809
419	63
420	33862
421	90507
422	16250
423	21
424	33225
425	3998
426	0
427	0
428	14813
429	4242
430	6624
431	74169
432	113632
433	8734
434	17460
435	13565
436	10225
437	976
438	41852
439	1501
440	0
441	1635
442	29070
443	3011
444	4574
445	230
446	18870
447	14748
448	38156
449	23783
450	27086
451	8250
452	196
453	21056
454	64222
455	23574
456	9853
457	5747
458	14513
459	34653
460	8375
461	10653
462	60427
463	2052
464	23437
465	3464
466	11898
467	12778
468	333183
469	7058
470	3842
471	23637
472	22167
473	135
474	1378
475	13587
476	15614
477	41519
478	14840
479	12160
480	9571
481	2898
482	2157
483	9705
484	18994
485	186
486	26259
487	8329
488	2459
489	5000
490	19881
491	29460
492	1253
493	54841
494	0
495	12625
496	286
497	42554
498	3
499	17
500	1372
501	61
502	35439
503	992
504	41251
505	28621
506	94
507	5958
508	6056
509	13004
510	38287
511	4309
512	3407
513	8328
514	235
515	8007
516	881
517	1861
518	19681
519	25881
520	2700
521	4731
522	17906
523	19
524	3309
525	66
526	3523
527	30568
528	4050
529	36170
530	27175
531	25522
532	22350
533	10402
534	7195
535	5055
536	25357
537	1505
538	1664
539	6974
540	5816
541	2083
542	9137
543	22153
544	14166
545	1832
546	1834
547	313
548	1329
549	2482
550	16240
551	4102
552	6578
553	2547
554	36542
555	5112
556	1148
557	25123
558	13425
559	0
560	54404
561	3044
562	9479
563	4788
564	3409
565	10322
566	65866
567	6488
568	11166
569	20828
570	31490
571	10943
572	730
573	7413
574	358
575	816
576	299
577	3275
578	7313
579	305
580	5669
581	1710
582	15161
583	4812
584	1405
585	4388
586	8623
587	9686
588	747
589	4060
590	42
591	13392
592	983
593	4293
594	14964
595	6661
596	6973
597	6156
598	6
599	36213
600	4657
601	9567
602	22976
603	2410
604	7144
605	51
606	10982
607	6568
608	11286
609	4434
610	10117
611	579
612	2029
613	27377
614	10399
615	2187
616	2711
617	405
618	1783
619	1103
620	10644
621	604
622	5776
623	6684
624	306
625	10084
626	43092
627	2824
628	2555
629	4309
630	5727
631	8072
632	20791
633	861
634	1093
635	59549
636	0
637	22296
638	9619
639	4796
640	24922
641	22225
642	11670
643	4206
644	404
645	6071
646	14980
647	20147
648	16131
649	26734
650	3918
651	36902
652	25009
653	17309
654	3352
655	62647
656	23324
657	8142
658	76125
659	3466
660	31720
661	1527
662	19356
663	25019
664	26391
665	24320
666	3621
