1	29882
2	13561
3	12811
4	91534
5	17470
6	11341
7	13620
8	35790
9	5112
10	4767
11	8797
12	6815
13	3108
14	27057
15	12805
16	28731
17	3491
18	1053
19	10861
20	155
21	3061
22	10954
23	1574
24	6149
25	5221
26	1751
27	1573
28	3477
29	1329
30	25032
31	13345
32	6311
33	46529
34	409
35	85
36	1591
37	1357
38	8337
39	471
40	4165
41	1119
42	0
43	2725
44	1977
45	1365
46	26061
47	8
48	5072
49	43729
50	1034
51	160
52	3428
53	13159
54	8820
55	12369
56	26009
57	4752
58	2264
59	2329
60	20992
61	2923
62	972
63	1594
64	23699
65	47215
66	11419
67	2543
68	5623
69	7858
70	1291
71	18261
72	5988
73	973
74	171
75	8844
76	12680
77	1811
78	7325
79	0
80	14552
81	18578
82	21346
83	3050
84	6006
85	2135
86	1290
87	2560
88	1200
89	197
90	7574
91	3905
92	38
93	2
94	4532
95	6719
96	38722
97	10232
98	3443
99	23720
100	15230
101	25463
102	9510
103	70355
104	8563
105	2543
106	58214
107	41018
108	5487
109	5618
110	6771
111	4169
112	2281
113	17829
114	1299
115	4
116	16827
117	9850
118	8623
119	9591
120	0
121	43779
122	9875
123	33751
124	7897
125	0
126	6984
127	71534
128	13609
129	52720
130	628
131	7312
132	73
133	9348
134	12952
135	31083
136	13517
137	2290
138	5144
139	4412
140	6068
141	11378
142	8250
143	10997
144	9589
145	1973
146	0
147	17791
148	7629
149	816
150	5954
151	2659
152	27329
153	3608
154	17078
155	80377
156	9733
157	12424
158	1659
159	4785
160	139
161	147
162	625
163	5394
164	9069
165	5245
166	1459
167	7562
168	3496
169	4793
170	5629
171	10681
172	870
173	12063
174	12171
175	8038
176	1847
177	536
178	8020
179	11963
180	5132
181	1316
182	3645
183	2030
184	29350
185	283
186	8012
187	13
188	68358
189	3831
190	15821
191	5265
192	2551
193	564
194	28639
195	14602
196	16619
197	1395
198	2082
199	6210
200	15404
201	21475
202	2092
203	7625
204	0
205	231
206	11708
207	4618
