325	21312
326	92848
327	41827
328	904
329	3844
330	4786
331	19141
332	8732
333	6590
334	4109
335	6724
336	2386
337	0
338	1777
339	915
340	8824
341	8336
342	8329
343	29
344	3624
345	8926
346	8757
347	1393
348	14753
349	33873
350	18019
351	11390
352	11546
353	2
354	19273
355	2228
356	18728
357	59926
358	29607
359	6847
360	21315
361	509
362	19139
363	77018
364	40
365	19861
366	19366
367	2196
368	4809
369	5992
370	60008
371	4666
372	28631
373	9647
374	9184
375	463
376	11617
377	5411
378	1318
379	2236
380	7998
381	20786
382	2981
383	12056
384	4363
385	558
386	153847
387	16888
388	4111
389	51023
390	14321
391	3608
392	57
393	5288
394	6519
395	244
396	11201
397	28342
398	2072
399	13464
400	10385
401	14255
402	4399
403	9333
404	2954
405	14620
406	28700
407	1824
408	2378
409	22380
410	1467
411	4165
412	3106
413	7096
414	4505
415	979
416	96187
417	10569
418	4175
419	70
420	31170
421	85009
422	14785
423	32
424	30656
425	3736
426	4
427	0
428	13198
429	4312
430	5837
431	74175
432	110282
433	8642
434	16305
435	13660
436	9370
437	926
438	42314
439	1384
440	0
441	1717
442	29029
443	3026
444	4474
445	498
446	19742
447	13184
448	36523
449	23433
450	26515
451	8292
452	255
453	20187
454	59555
455	22567
456	8851
457	5650
458	15387
459	35117
460	8964
461	12285
462	55975
463	2053
464	22779
465	3292
466	11923
467	12113
468	286901
469	5580
470	3571
471	24107
472	23489
473	86
474	1232
475	13522
476	15151
477	42299
478	15207
479	11453
480	9460
481	2504
482	1970
483	9209
484	17227
485	204
486	26044
487	7485
488	2449
489	5385
490	15559
491	29218
492	1315
493	59586
494	0
495	12233
496	268
497	40704
498	3
499	11
500	1382
501	53
502	32968
503	880
504	40191
505	28351
506	96
507	6097
508	7248
509	12814
510	37230
511	4012
512	3445
513	8130
514	233
515	7327
516	865
517	2039
518	20538
519	24944
520	2727
521	4778
522	17202
523	22
524	3378
525	78
526	3768
527	23885
528	3886
529	33993
530	24466
531	24971
532	23020
533	9054
534	7852
535	5523
536	23853
537	1517
538	1888
539	6666
540	5841
541	1961
542	9318
543	22325
544	14038
545	1817
546	1778
547	406
548	1305
549	2675
550	15419
551	3688
552	6344
553	2643
554	22697
555	5402
556	1043
557	25114
558	13522
559	0
560	50488
561	3164
562	9406
563	4703
564	3528
565	9919
566	62037
567	8144
568	9863
569	21327
570	29543
571	11630
572	729
573	7674
574	416
575	864
576	373
577	3194
578	7321
579	317
580	5052
581	1676
582	14552
583	4500
584	2109
585	4145
586	8459
587	9520
588	793
589	4370
590	24
591	12836
592	1078
593	4142
594	15902
595	6862
596	8067
597	6413
598	16
599	33703
600	4329
601	9333
602	21949
603	2171
604	7128
605	46
606	10534
607	6240
608	11946
609	4559
610	10292
611	580
612	1983
613	25759
614	10298
615	1964
616	2651
617	437
618	1726
619	947
620	10578
621	597
622	5738
623	7322
624	254
625	10425
626	40252
627	3046
628	2661
629	4532
630	5766
631	8439
632	20917
633	882
634	1249
635	59553
636	0
637	21122
638	10210
639	6237
640	24201
641	22086
642	11198
643	4268
644	403
645	5998
646	15002
647	18921
648	16697
649	26658
650	4029
651	39083
652	25768
653	17659
654	3573
655	57146
656	23918
657	8644
658	71925
659	4245
660	31095
661	1549
662	20526
663	24252
664	24910
665	24017
666	3275
667	6950
668	5
669	10
670	3981
671	17832
672	3391
673	2823
674	8449
675	25642
676	14661
677	25308
678	81839
679	959
680	1100
681	8862
682	4
683	10002
684	5969
685	36249
686	11826
687	6557
688	9191
689	0
690	298
691	17313
692	68472
693	5686
694	10556
695	2363
696	182
697	13420
698	4270
699	8395
700	219
701	12130
702	1522
703	21334
704	3168
705	9664
706	4995
707	28294
708	3816
709	8679
710	18979
711	9519
712	3550
713	7705
714	8398
715	4898
716	1408
717	17744
718	24926
719	16971
720	21774
721	5013
722	7413
723	12398
724	20546
725	15069
726	2558
727	19210
728	26911
729	10806
730	132
731	4053
732	7745
733	3342
734	4757
735	26494
736	305
737	13659
738	8664
739	8201
740	790
741	31587
742	80033
743	13327
744	30065
745	11923
746	14914
747	24713
748	4650
749	16464
750	2469
751	6798
752	64230
753	23349
754	4414
755	18072
756	5835
757	1786
758	5080
759	1888
760	2057
761	19010
762	1606
763	32393
764	37480
765	1069
766	5516
767	2717
768	312
769	4772
770	2026
771	10327
772	10869
773	634
774	4202
775	20177
776	11020
777	7722
778	14955
779	353
780	30294
781	1701
782	2481
783	16651
784	205799
785	7032
786	27500
787	11287
788	3940
789	10287
790	8552
791	21778
792	4054
793	6927
794	2029
795	25811
796	1759
797	7088
798	11548
799	20100
800	0
801	1317
802	8370
803	5032
804	21192
805	14364
806	1837
807	7057
808	630
809	9121
810	14435
811	88
812	5112
813	1215
814	13178
815	27073
816	11837
817	20687
818	3818
819	3933
820	12841
821	3706
822	0
823	22548
824	6920
825	1357
826	11145
827	1179
828	3455
829	3376
830	11455
831	2928
832	25035
833	648
834	9197
835	6356
836	23244
837	10453
838	4222
839	25413
840	11180
841	4955
842	54158
843	61389
844	41915
845	3338
846	24144
847	8778
848	5948
849	20568
850	10002
851	7996
852	707
853	7557
854	6876
855	579
856	2577
857	2352
858	912
859	816
860	5272
861	11259
862	2456
863	32275
864	8300
865	20557
866	43331
867	6120
868	8408
869	3282
870	4
871	4
872	14524
873	0
874	84668
875	475
876	9304
877	6671
878	20632
879	2176
880	502
881	21740
882	7400
883	38555
884	6827
885	7222
886	7256
887	27438
888	534
889	5241
890	3083
891	2933
892	7831
893	13926
894	4132
895	7126
896	323
897	16930
898	10247
899	2
900	21084
901	12917
902	4895
903	7335
904	3823
905	23872
906	2643
907	3008
908	4662
909	8557
910	147
911	10326
912	1986
913	2635
914	5282
915	11755
916	969
917	2620
918	3319
919	4363
920	3134
921	1426
922	19460
923	4806
924	3293
925	8251
926	2541
927	51110
928	18033
929	1069
930	15170
931	1058
932	5
933	2514
934	6916
935	3305
936	2836
937	5709
938	13862
939	45587
940	6643
941	532
942	4133
943	4
944	7242
945	35897
946	27668
947	101360
948	25159
949	43483
950	10737
951	17989
952	4140
953	4697
954	16393
955	2011
956	341
957	12258
958	2115
959	3965
960	0
961	996
962	35516
963	9785
964	5080
965	28949
966	13179
967	9290
968	8009
969	27
970	8885
971	3812
972	23
973	5263
974	1830
975	4974
976	6540
977	3204
978	1805
979	3086
980	8912
981	7373
982	42188
983	5
984	8160
985	1207
986	7071
987	1172
988	25244
989	19521
990	15712
991	7747
992	3619
993	1586
994	5554
995	31510
996	314
997	5483
998	35557
999	5013
1000	18197
1001	17607
1002	2995
1003	1738
1004	2963
1005	20929
1006	9281
1007	196
1008	388
1009	1642
1010	2247
1011	10139
1012	4755
1013	897
1014	4925
1015	1258
1016	4019
1017	4812
1018	8461
1019	4630
1020	13
1021	13041
1022	9813
1023	22834
1024	82216
1025	20626
1026	14852
1027	88994
1028	1562
1029	14427
1030	46742
1031	3074
1032	19638
1033	47
1034	54192
1035	16574
1036	12785
1037	12081
1038	9771
1039	5602
1040	2240
1041	1444
1042	3436
1043	4567
1044	10563
1045	4752
1046	44886
1047	32145
1048	9248
1049	38533
1050	22474
1051	9792
1052	2463
1053	3196
1054	583
1055	3799
1056	11501
1057	63575
1058	5842
1059	27669
1060	18666
1061	19234
1062	17036
1063	41052
1064	19370
1065	9445
1066	184
1067	18675
1068	18082
1069	13579
1070	18729
1071	31325
1072	82348
1073	2916
1074	7641
1075	6643
1076	7998
1077	30874
1078	14753
1079	0
1080	6721
1081	13963
1082	45084
1083	13316
1084	2497
1085	2540
1086	6416
1087	4275
1088	15353
1089	6183
1090	16189
1091	4568
1092	11175
1093	6704
1094	35092
1095	2696
1096	2369
1097	11404
1098	10542
1099	9623
1100	10749
1101	28702
1102	5845
1103	1583
1104	6024
1105	170
1106	8872
1107	31091
1108	3
1109	3578
1110	5200
1111	8628
1112	680
1113	48634
1114	106543
1115	12329
1116	100
1117	3980
1118	6691
1119	4519
1120	67278
1121	26206
1122	4138
1123	26603
1124	69792
1125	1078
1126	7792
1127	5202
1128	7434
1129	3637
1130	384
1131	65592
1132	2089
1133	7856
1134	18032
1135	7646
1136	2431
1137	403
1138	851
1139	14045
1140	20427
1141	185
1142	1596
1143	30145
1144	8635
1145	4402
1146	5737
1147	2244
1148	20202
1149	30364
1150	2901
1151	12509
1152	114379
1153	10533
1154	6649
1155	3620
1156	6652
1157	4786
1158	12613
1159	8024
1160	12846
1161	2577
1162	466
1163	2122
1164	11956
1165	13315
1166	21522
1167	9386
1168	1301
1169	15159
